City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,sovetskaya gavan',48.9723,140.2878,15.68,93,100,1.77,RU,1691788325
355,onega,63.9061,38.1404,17.94,87,68,2.71,RU,1691788325
356,joshimath,30.5667,79.5667,22.24,91,100,0.04,IN,1691788325
357,celestun,20.8667,-90.4,30.4,73,15,6.87,MX,1691788325
358,fortaleza,-3.7227,-38.5247,27.07,74,20,6.17,BR,1691788326
359,palmer,42.1584,-72.3287,27.65,46,20,7.72,US,1691788226
360,kalmunai,7.4167,81.8167,26.14,81,86,2.41,LK,1691788326
361,khovd,48.0056,91.6419,21.09,39,100,4.41,MN,1691788327
362,vilhena,-12.7406,-60.1458,32.12,28,71,1.86,BR,1691788327
363,semnan,35.5729,53.3971,27.13,26,0,1.9,IR,1691788327
364,dul'durga,50.6761,113.5931,11.4,90,0,1.59,RU,1691788328
365,mitchell,43.7094,-98.0298,28.99,48,0,5.66,US,1691788328
366,escanaba,45.7453,-87.0646,19.42,100,100,6.69,US,1691788272
367,east london,-33.0153,27.9116,20.14,45,0,3.06,ZA,1691788328
368,malazgirt,39.1427,42.5401,24.93,27,64,1.61,TR,1691788329
369,ulsteinvik,62.3432,5.8487,14.86,84,59,1.34,NO,1691788329
370,n'dalatando,-9.2978,14.9116,21.05,65,1,1.7,AO,1691788329
371,mora,11.0461,14.1401,26.89,70,100,0.85,CM,1691788330
372,paita,-5.0892,-81.1144,22.95,74,3,8.48,PE,1691788330
373,knyaze-volkonskoye,48.4642,135.4567,19.19,90,100,2.0,RU,1691788331
374,qarazhal,48.0078,70.7903,14.24,57,7,2.81,KZ,1691788331
375,sarangani,5.4033,125.4636,27.49,78,98,4.83,PH,1691788332
376,emerald,-23.5333,148.1667,12.68,73,0,1.63,AU,1691788332
377,katsuren-haebaru,26.3369,127.8719,27.01,94,5,0.44,JP,1691788332
378,sooke,48.3746,-123.7276,26.43,72,44,8.75,CA,1691788332
379,robore,-18.3333,-59.75,36.56,23,32,4.0,BO,1691788333
380,ryotsu-minato,38.0833,138.4333,27.16,81,47,1.14,JP,1691788333
381,linghai,41.1653,121.3667,22.81,79,99,2.16,CN,1691788333
382,gemena,3.25,19.7667,22.31,96,97,1.24,CD,1691788333
383,necochea,-38.5473,-58.7368,7.73,73,95,12.2,AR,1691788333
384,mabaruma,8.2,-59.7833,28.78,69,24,2.66,GY,1691788334
385,wotje,9.4543,170.2367,27.97,81,97,8.41,MH,1691788334
386,patan,27.6667,85.3333,22.22,100,75,1.03,NP,1691788334
387,aitape,-3.1374,142.3475,25.59,89,89,3.47,PG,1691788334
388,aykhal,66.0,111.5,14.4,65,100,1.97,RU,1691788334
389,fort mcmurray,56.7268,-111.381,16.77,77,100,3.6,CA,1691788334
390,kargopol',61.5071,38.9456,18.57,88,36,1.28,RU,1691788335
391,baukau,51.5526,7.2042,25.1,66,100,2.68,DE,1691788335
392,dewas,22.9667,76.0667,22.1,91,68,2.38,IN,1691788335
393,susuman,62.7833,148.1667,16.83,48,15,0.94,RU,1691788335
394,huaicheng,23.9051,112.1931,24.58,96,100,0.81,CN,1691788336
395,at taj,24.2049,23.2857,32.73,24,0,6.52,LY,1691788336
396,yuzhno-kurilsk,44.0306,145.8556,14.95,91,100,3.6,RU,1691788336
397,dakhla,23.6848,-15.958,24.01,78,89,8.75,EH,1691788336
398,homa bay,-0.5273,34.4571,19.33,81,31,2.2,KE,1691788336
399,serafimovich,49.5786,42.736,25.9,24,26,8.52,RU,1691788337
400,montepuez,-13.1256,38.9997,19.71,67,71,3.89,MZ,1691788337
401,kununurra,-15.7667,128.7333,14.99,82,93,0.0,AU,1691788337
402,nguigmi,14.2495,13.1092,28.55,65,63,3.56,NE,1691788337
403,brambleton,38.9821,-77.5386,31.07,51,75,3.6,US,1691788337
404,kencong,-8.2833,113.3667,20.49,90,100,1.08,ID,1691788338
405,porbandar,21.6422,69.6093,26.78,80,100,7.77,IN,1691788338
406,porto novo,6.4965,2.6036,24.9,92,93,2.28,BJ,1691788338
407,sitangkai,4.6628,119.3928,28.09,74,100,4.65,PH,1691788338
408,twon-brass,4.3151,6.2418,25.37,87,92,3.67,NG,1691788338
409,sundumbili,-29.1337,31.3975,14.97,82,0,3.22,ZA,1691788339
410,okhotsk,59.3833,143.3,13.61,84,11,2.5,RU,1691788339
411,katabu,-4.9333,122.5167,22.65,91,65,2.19,ID,1691788339
412,la ronge,55.1001,-105.2842,16.14,82,75,4.63,CA,1691788339
413,warmbad,-28.45,18.7333,19.32,26,68,1.55,NA,1691788339
414,arraial do cabo,-22.9661,-42.0278,22.92,78,0,5.66,BR,1691788340
415,haiku-pauwela,20.9219,-156.3051,29.01,64,40,10.29,US,1691788340
416,itoman,26.1247,127.6694,27.01,94,10,1.03,JP,1691788340
417,bodaybo,57.8506,114.1933,16.01,93,100,0.82,RU,1691788340
418,velingara,13.15,-14.1167,24.48,93,74,3.53,SN,1691788340
419,terrace,54.5163,-128.6035,15.95,94,100,4.12,CA,1691788340
420,mossel bay,-34.1831,22.146,16.96,70,71,1.45,ZA,1691788341
421,port augusta,-32.5,137.7667,12.6,48,99,3.0,AU,1691788341
422,tazacorte,28.629,-17.9293,26.54,69,8,5.66,ES,1691788341
423,fuglafjordur,62.244,-6.814,12.26,99,100,2.82,FO,1691788341
424,selibaby,15.159,-12.1829,28.93,65,53,5.26,MR,1691788342
425,oppdal,62.5943,9.6912,10.22,84,57,1.69,NO,1691788342
426,puerto el triunfo,13.2833,-88.55,31.46,65,88,4.31,SV,1691788342
427,salahonda,2.1019,-78.7217,26.67,82,67,6.57,CO,1691788342
428,illapel,-31.6308,-71.1653,20.62,41,45,3.01,CL,1691788342
429,upata,8.0086,-62.3989,28.44,50,62,3.52,VE,1691788342
430,zapolyarnyy,69.4154,30.8136,18.6,62,84,2.95,RU,1691788343
431,slavgorod,52.9978,78.6449,13.07,90,100,3.98,RU,1691788343
432,amherst,41.3978,-82.2224,29.27,66,40,2.57,US,1691788282
433,thabazimbi,-24.5917,27.4116,14.73,42,12,1.88,ZA,1691788343
434,eilat,29.5581,34.9482,31.91,45,0,7.2,IL,1691788343
435,santa ana de yacuma,-13.75,-65.4333,32.27,40,100,2.87,BO,1691788343
436,raufoss,60.7264,10.6172,11.53,89,72,1.77,NO,1691788344
437,diapaga,12.0708,1.7889,24.55,89,100,1.16,BF,1691788344
438,pacific grove,36.6177,-121.9166,25.67,77,0,5.14,US,1691788344
439,gisborne,-38.6533,178.0042,7.99,61,7,1.99,NZ,1691788344
440,ulladulla,-35.35,150.4667,8.56,74,100,2.5,AU,1691788344
441,maraba,-5.3686,-49.1178,34.1,38,0,1.54,BR,1691788324
442,prainha,-1.8,-53.48,33.53,40,9,2.77,BR,1691788344
443,zhanga buqtyrma,49.6295,83.5248,16.35,96,87,0.37,KZ,1691788345
444,severo-yeniseyskiy,60.3725,93.0408,12.18,99,100,0.81,RU,1691788345
445,saint-louis,16.3333,-15.0,35.81,37,100,3.59,SN,1691788345
446,ghadamis,30.1337,9.5007,30.93,21,0,4.32,LY,1691788345
447,camiri,-20.05,-63.5167,31.58,25,0,4.33,BO,1691788345
448,kani keli,-12.9536,45.1033,23.59,74,1,3.4,YT,1691788346
449,igrim,63.1906,64.4162,8.38,74,16,2.28,RU,1691788346
450,salekhard,66.53,66.6019,6.69,73,98,2.67,RU,1691788346
451,zakamensk,50.3741,103.2863,12.33,93,36,0.87,RU,1691788346
452,cafayate,-26.073,-65.9761,19.13,41,96,3.9,AR,1691788346
453,liwale,-9.7667,37.9333,18.06,54,0,1.02,TZ,1691788346
454,pocito,-31.6833,-68.5833,15.99,29,25,3.88,AR,1691788242
455,colares,38.7992,-9.4469,23.55,82,5,13.41,PT,1691788347
456,arak,34.0917,49.6892,23.26,23,0,1.02,IR,1691788347
457,forster,-32.1667,152.5167,9.3,58,0,2.7,AU,1691788347
458,escarcega,18.6089,-90.7454,40.06,23,35,1.37,MX,1691788348
459,maceio,-9.6658,-35.7353,22.69,94,100,2.06,BR,1691788348
460,santo domingo de los colorados,-0.25,-79.15,27.04,65,69,2.01,EC,1691788213
461,mtambile,-5.3833,39.7,23.53,82,7,4.14,TZ,1691788348
462,lata,40.1629,-8.3327,22.73,98,6,1.49,PT,1691788348
463,hirara,24.8,125.2833,28.35,78,68,1.24,JP,1691788349
464,west end,26.6833,-78.9667,30.99,67,6,1.48,BS,1691788349
465,wakkanai,45.4094,141.6739,15.61,94,100,3.13,JP,1691788349
466,sorong,-0.8833,131.25,25.53,84,99,4.36,ID,1691788349
467,porvoo,60.3923,25.6651,16.61,91,56,2.04,FI,1691788349
468,siroki brijeg,43.3833,17.5928,22.51,61,0,3.27,BA,1691788350
469,the pas,53.8251,-101.2541,15.01,94,100,3.09,CA,1691788350
470,aleksandrovsk-sakhalinskiy,50.8975,142.1561,14.94,90,34,2.87,RU,1691788350
471,bengkulu,-3.8004,102.2655,24.05,91,91,3.98,ID,1691788350
472,gadzhiyevo,69.2551,33.3362,16.69,63,87,2.51,RU,1691788351
473,nikolayevsk-on-amure,53.1406,140.73,16.78,84,88,0.71,RU,1691788351
474,rocha,-34.4833,-54.3333,14.68,36,3,6.1,UY,1691788351
475,veinticinco de mayo,-35.4323,-60.1727,12.21,20,0,0.89,AR,1691788351
476,awjilah,29.1081,21.2869,27.0,54,0,6.87,LY,1691788351
477,arapgir,39.0412,38.4952,26.35,24,0,0.54,TR,1691788352
478,vostochnyy,55.8167,37.8667,22.1,82,100,0.64,RU,1691788299
479,lethem,3.3803,-59.7968,31.68,54,57,1.06,GY,1691788352
480,cao bang,22.6667,106.25,24.06,99,27,0.51,VN,1691788352
481,san fernando de apure,7.8878,-67.4724,28.45,87,96,1.1,VE,1691788352
482,haapavesi,64.1333,25.3667,14.73,93,99,0.45,FI,1691788352
483,al burayqah,30.4062,19.5739,26.58,67,0,8.66,LY,1691788353
484,chosica,-11.9431,-76.7094,19.35,48,5,3.55,PE,1691788353
485,ben gardane,33.1378,11.2197,26.23,56,0,4.7,TN,1691788353
486,dniprorudne,47.3817,34.9765,20.05,88,53,3.48,UA,1691788353
487,daokou,35.5639,114.5058,25.84,79,100,1.19,CN,1691788353
488,prince albert,53.2001,-105.7677,17.97,82,75,4.12,CA,1691788225
489,plastun,44.7561,136.2939,16.63,95,100,2.53,RU,1691788354
490,acarau,-2.8856,-40.12,25.83,76,0,8.19,BR,1691788214
491,las lomitas,-24.7096,-60.593,31.31,41,98,5.18,AR,1691788354
492,hastings,50.8552,0.5729,18.88,46,100,4.92,GB,1691788354
493,niquelandia,-14.4739,-48.4597,29.81,17,76,3.11,BR,1691788233
494,pimentel,-6.8367,-79.9342,23.16,68,75,8.75,PE,1691788354
495,lashio,22.9333,97.75,20.26,100,100,0.41,MM,1691788355
496,toliara,-23.35,43.6667,16.83,64,0,5.3,MG,1691788355
497,fortuna,40.5982,-124.1573,24.4,75,20,6.17,US,1691788355
498,waitara,-38.925,174.25,11.38,78,100,1.47,NZ,1691788355
499,suncook,43.1306,-71.4531,27.51,51,0,7.72,US,1691788355
500,at taraf,25.3628,49.725,34.91,41,7,1.83,SA,1691788355
501,orvieto,42.7195,12.1116,23.74,65,0,0.81,IT,1691788355
502,alpena,45.0617,-83.4327,20.14,87,100,2.57,US,1691788282
503,varna,43.2167,27.9167,19.69,82,1,1.54,BG,1691788356
504,rio grande,-32.035,-52.0986,18.06,84,43,2.9,BR,1691788356
505,puerto leguizamo,-0.1934,-74.7819,28.11,66,91,1.69,CO,1691788356
506,touros,-5.1989,-35.4608,24.94,75,9,6.53,BR,1691788264
507,palikir - national government center,6.9248,158.1611,28.41,79,100,0.0,FM,1691788356
508,conde,-7.2597,-34.9075,23.7,88,40,2.06,BR,1691788356
509,nyrob,60.733,56.7202,12.25,74,4,1.49,RU,1691788357
510,nadym,65.5333,72.5167,3.78,67,8,8.79,RU,1691788357
511,noosa heads,-26.3833,153.15,14.08,77,3,4.22,AU,1691788357
512,taiynsha,53.8478,69.7639,13.38,78,97,3.34,KZ,1691788357
513,qulsary,46.9531,54.0198,27.98,32,0,7.25,KZ,1691788357
514,atbasar,51.8,68.3333,16.32,53,84,5.7,KZ,1691788357
515,tavira,37.1273,-7.6486,31.93,38,0,6.3,PT,1691788358
516,bure,10.7,37.0667,13.01,94,100,1.87,ET,1691788358
517,champerico,14.3,-91.9167,31.22,68,100,6.01,GT,1691788358
518,kirensk,57.7853,108.1119,13.64,94,65,0.87,RU,1691788358
519,comodoro rivadavia,-45.8667,-67.5,6.79,47,6,11.06,AR,1691788314
520,ust'-kalmanka,52.1207,83.305,14.19,96,100,2.77,RU,1691788358
521,kundiawa,-6.0167,144.9667,16.2,98,100,0.27,PG,1691788358
522,sao paulo de olivenca,-3.3783,-68.8725,28.14,73,100,1.0,BR,1691788344
523,tomohon,1.3346,124.8392,18.52,89,100,1.66,ID,1691788094
524,pecanha,-18.5486,-42.5569,20.23,53,65,2.0,BR,1691788359
525,pokhara,28.2333,83.9833,23.04,98,100,0.2,NP,1691788359
526,maughold,54.2988,-4.3184,15.57,86,9,10.09,IM,1691788359
527,mana,5.6592,-53.7767,27.78,75,100,4.06,GF,1691788359
528,margate,51.3813,1.3862,18.83,90,99,2.24,GB,1691788360
529,zemio,5.0314,25.1361,21.34,95,38,0.72,CF,1691788360
530,pointe-noire,-4.7761,11.8635,21.58,88,0,2.77,CG,1691788360
531,atherton,53.5237,-2.4935,18.47,72,30,0.89,GB,1691788360
532,chitipa,-9.7024,33.2697,12.79,92,0,3.08,MW,1691788360
533,inarajan village,13.2736,144.7484,26.54,97,100,6.63,GU,1691788360
534,callao,-12.0667,-77.15,24.84,68,75,5.14,PE,1691788361
535,rmi capitol,7.0893,171.3805,29.97,79,100,4.12,MH,1691788361
536,zhanaozen,43.3,52.8,30.42,19,0,3.15,KZ,1691788361
537,ayorou,14.7308,0.9174,27.29,65,100,7.18,NE,1691788361
538,tateyama,34.9833,139.8667,25.7,87,3,3.32,JP,1691788361
539,grande prairie,55.1667,-118.8027,19.1,48,75,6.69,CA,1691788362
540,druzhba,52.0428,33.9453,18.38,98,100,6.24,UA,1691788362
541,arkhangel'sk,64.5401,40.5433,18.75,76,1,2.24,RU,1691788362
542,massawa,15.6097,39.45,33.97,50,43,2.92,ER,1691788362
543,maracas,-13.4411,-40.4308,18.36,69,21,3.2,BR,1691788358
544,merida,20.9667,-89.6167,38.9,39,75,4.12,MX,1691788208
545,ksar chellala,35.2122,2.3189,29.56,27,0,3.04,DZ,1691788362
546,al jawf,29.5,38.75,34.37,13,3,6.08,SA,1691788363
547,papao,-17.75,-149.55,26.82,66,21,7.54,PF,1691788363
548,tromso,69.6496,18.957,16.32,67,40,2.57,NO,1691788281
549,lamas,-6.4167,-76.5333,32.26,40,24,1.58,PE,1691788363
550,batang,-6.4846,110.7083,22.94,71,90,3.17,ID,1691788363
551,letterkenny,54.95,-7.7333,16.94,90,100,5.71,IE,1691788363
552,noyabrsk,63.1994,75.4507,6.93,51,6,9.42,RU,1691788364
553,kuqa,41.7278,82.9364,25.92,33,53,4.01,CN,1691788364
554,uryupinsk,50.8047,42.0138,24.78,31,75,7.2,RU,1691788364
555,kerikeri,-35.2268,173.9474,8.28,93,98,0.78,NZ,1691788225
556,penkridge,52.7256,-2.1156,19.8,70,98,3.8,GB,1691788364
557,ouadda,8.0777,22.4007,20.45,97,100,1.65,CF,1691788364
558,narrabri,-30.3167,149.7833,7.51,54,0,1.91,AU,1691788365
559,kolonia town,6.964,158.206,29.0,79,100,0.0,FM,1691788365
